id_anime;nom_anime;note_anime;membres_anime;id_genre;id_type
3469;Maria-sama ga Miteru: Haru Specials;7.51;5554;49;5
8460;Mirai Nikki;7.51;114217;43;4
2929;Moonlight Mile 2nd Season: Touch Down;7.51;2758;44;6
1212;Oban Star-Racers;7.51;24156;44;6
11179;Papa no Iukoto wo Kikinasai!;7.51;97674;46;6
9959;Raiyantsuuri no Uta;7.51;465;49;1
12067;Rurouni Kenshin Special;7.51;9173;43;5
2903;Sakigake!! Otokojuku;7.51;4740;43;6
2254;Sentou Mecha Xabungle;7.51;1518;61;6
960;Shin Chou Kyou Ryo: Condor Hero II;7.51;2151;44;6
1577;Taiho Shichau zo;7.51;8557;43;4
5667;To LOVE-Ru OVA;7.51;79923;46;4
4189;Winter Sonata;7.51;13582;49;6
33094;WWW.Working!!;7.51;40779;46;6
21435;Yama no Susume Second Season;7.51;11413;44;6
11701;Another: The Other - Inga;7.50;86261;56;4
1589;Bartender;7.50;44394;49;6
9340;Cheburashka;7.50;545;46;1
2817;Cinderella Monogatari;7.50;3560;44;6
19163;Date A Live II;7.50;186187;46;6
1684;Dotto Koni-chan;7.50;1397;46;6
9135;Fullmetal Alchemist: The Sacred Star of Milos;7.50;87944;43;1
25183;Gangsta.;7.50;210752;43;6
23703;Gatchaman Crowds: Embrace;7.50;10757;44;5
10870;Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV);7.50;7582;46;6
1825;Hadashi no Gen 2;7.50;4910;49;1
31158;Hetalia: The World Twinkle Specials;7.50;2505;46;5
31665;Hibike! Euphonium: Kakedasu Monaka;7.50;17770;49;5
2204;Karakuri Zoushi Ayatsuri Sakon;7.50;6197;56;6
1691;Kaze no Stigma;7.50;205338;43;6
31227;Kindaichi Shounen no Jikenbo Returns 2nd Season;7.50;3676;64;6
31952;Kono Bijutsubu ni wa Mondai ga Aru!;7.50;69088;46;6
1426;Lupin III: Part III;7.50;6883;43;6
10624;Mardock Scramble: The Second Combustion;7.50;23866;43;1
520;Marmalade Boy Movie;7.50;5641;68;1
3342;Mnemosyne: Mnemosyne no Musume-tachi;7.50;96092;43;6
6325;Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono;7.50;83515;43;1
27787;Nisekoi:;7.50;180686;46;6
3965;Nodame Cantabile Special;7.50;19570;46;5
32051;One Piece: Adventure of Nebulandia;7.50;9777;43;5
1010;Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou;7.50;9597;43;1
13429;Sakasama no Patema: Beginning of the Day;7.50;16933;71;5
399;Seikai no Senki Special;7.50;2216;43;5
5947;Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume;7.50;19219;46;4
8115;Uchuu Show e Youkoso;7.50;11368;44;1
2126;Yuu☆Yuu☆Hakusho: Eizou Hakusho II;7.50;6166;43;4
7870;Baka to Test to Shoukanjuu Specials;7.49;29923;46;5
10396;Ben-To;7.49;146570;43;6
16592;Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation;7.49;298550;43;6
29067;Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me;7.49;73285;46;6
501;Doraemon;7.49;9366;44;6
17535;Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa;7.49;34230;51;5
9032;Inazuma Eleven: Saikyou Gundan Ogre Shuurai;7.49;6392;74;1
1878;Kaze no Shoujo Emily;7.49;2881;49;6
9213;Kowarekake no Orgel;7.49;24876;49;4
16353;Love Lab;7.49;79493;46;6
30829;Love Live! School Idol Project 2nd Season Recap;7.50;3213;63;4
3268;Mai-Otome 0: S.ifr;7.49;11171;71;4
2460;Maison Ikkoku: Kanketsu-hen;7.49;3109;46;1
2253;Mazinger Z;7.49;5746;43;6
1238;One Piece: Mamore! Saigo no Dai Butai;7.49;16495;44;5
8769;Ore no Imouto ga Konnani Kawaii Wake ga Nai;7.49;321477;46;6
6896;Pandora Hearts Specials;7.49;32103;46;5
11835;Qin Shiming Yue Zhi: Zhu Zi Bai Jia;7.49;369;43;6
16123;Saki Zenkoku-hen;7.49;19010;52;6
30187;Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru;7.49;99665;64;6
15751;Senyuu.;7.49;56815;43;6
6572;Shakugan no Shana S;7.49;53129;43;4
2585;Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots;7.49;2049;49;4
560;Soukyuu no Fafner: Right of Left - Single Program;7.49;9482;43;5
23725;Strike Witches: Operation Victory Arrow;7.49;11203;43;4
21737;Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode;7.49;2770;46;5
1146;Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!;7.49;8812;46;4
10629;Tibet Inu Monogatari;7.49;2647;44;1
2820;Time Travel Tondekeman!;7.49;957;43;6
113;Uchuu no Stellvia;7.49;15471;43;6
970;Yokoyama Mitsuteru Sangokushi;7.49;2849;44;6
18177;Yowamushi Pedal: Special Ride;7.49;10737;46;4
2548;Ai no Wakakusa Monogatari;7.48;3334;49;6
101;Air;7.48;188861;49;6
103;Akazukin Chacha;7.48;7581;44;6
15927;Carnival Phantasm: HibiChika Special;7.48;14893;46;5
3744;Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen;7.48;1478;49;1
6880;Deadman Wonderland;7.48;453454;43;6
484;Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka;7.48;6442;44;1
476;Ginban Kaleidoscope;7.48;29837;49;6
14811;GJ-bu;7.48;83838;46;6
242;Gokusen;7.48;22009;46;6
9931;Happy Birthday: Inochi Kagayaku Toki;7.48;1356;49;1
33241;Honobono Log;7.48;9053;68;6
31499;Huyao Xiao Hongniang;7.48;2696;46;3
9938;Ikoku Meiro no Croisée The Animation;7.48;38652;55;6
822;Initial D Extra Stage;7.48;15363;43;4
2408;Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!;7.48;2941;43;1
2927;Kimikiss Pure Rouge;7.48;58211;49;6
17643;Little Busters!: Sekai no Saitou wa Ore ga Mamoru!;7.48;17204;46;4
1419;Lupin III: Kutabare! Nostradamus;7.48;4383;43;1
158;Maria-sama ga Miteru;7.48;33989;49;6
1190;Prince of Tennis: A Day on Survival Mountain;7.48;11817;44;4
23421;Re:␣Hamatora;7.48;73903;46;6
5984;Ristorante Paradiso;7.48;22229;49;6
10464;Seitokai no Ichizon Lv.2;7.48;41169;46;3
10483;Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!;7.47;4955;43;5
4715;Shigofumi Special;7.48;11797;49;5
2978;Shin Getter Robo;7.48;4603;43;4
8726;Soredemo Machi wa Mawatteiru;7.48;31906;46;6
3125;Tokimeki Tonight;7.48;3057;46;6
30641;Yankee-kun na Yamada-kun to Megane-chan to Majo;7.48;7170;46;5
24591;Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!;7.48;1034;46;1
25755;Yowamushi Pedal: Re:RIDE;7.48;4749;49;1
30790;Yowamushi Pedal: Re:ROAD;7.48;3088;49;1
2125;Yuu☆Yuu☆Hakusho: Eizou Hakusho;7.48;6352;43;4
763;Zoids;7.48;27614;43;6
656;Air in Summer;7.47;29514;46;5
2969;Appleseed Saga Ex Machina;7.47;28365;43;1
25731;Cross Ange: Tenshi to Ryuu no Rondo;7.47;75807;43;6
23383;D-Frag! OVA;7.47;28116;46;4
10531;Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio;7.47;5369;44;4
2656;Doraemon Movie 25: Nobita no Wan Nyan Jikuuden;7.47;1269;44;1
15925;Doraemon Movie 33: Nobita no Himitsu Dougu Museum;7.47;787;44;1
20509;Fate/kaleid liner Prisma☆Illya 2wei!;7.47;56859;43;6
344;Futatsu no Spica;7.47;5894;49;6
18229;Gatchaman Crowds;7.47;107513;44;6
21039;Gatchaman Crowds Insight;7.47;41220;44;6
31324;Grisaia no Meikyuu Special;7.47;16648;50;5
4551;Hakushaku to Yousei;7.47;63915;44;6
27969;Hana to Alice: Satsujin Jiken;7.47;9766;49;1
7337;Hetalia Axis Powers Movie: Paint it, White;7.47;36986;46;1
12729;High School DxD OVA;7.47;91154;46;4
20853;Hitsugi no Chaika;7.47;164510;43;6
666;JoJo no Kimyou na Bouken;7.47;24523;44;4
29583;Kuroko no Basket: Oshaberi Demo Shimasen ka;7.47;8011;46;5
633;Legend of Basara;7.47;6033;44;6
1590;Legendz: Yomigaeru Ryuuou Densetsu;7.47;1370;43;6
1439;Lupin III: Walther P-38;7.47;3134;43;5
10050;Macross F Music Clip Shuu: Nyankuri;7.47;3010;63;2
1064;Mazinkaiser;7.47;4681;44;4
2488;Mei to Koneko Bus;7.47;7714;44;5
14575;Minami-ke Omatase;7.47;15050;46;4
84;Mobile Suit Gundam 0083: Stardust Memory;7.47;20238;44;4
17505;Mushibugyou;7.47;40155;43;6
1655;Nerima Daikon Brothers;7.47;5374;46;6
23673;Ookami Shoujo to Kuro Ouji;7.47;145439;46;6
21031;Precure All Stars Movie New Stage 3: Eien no Tomodachi;7.47;1570;58;1
815;Prince of Tennis: The Two Samurai, The First Game;7.47;14249;43;1
17137;Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou;7.47;1313;44;4
7662;Shinrei Tantei Yakumo;7.47;78952;56;6
1764;Slam Dunk (Movie);7.47;8750;46;1
1170;Slayers Special;7.47;12820;44;4
1081;Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey;7.47;3499;43;4
4884;Tales of the Abyss;7.47;74901;44;6
3352;Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!;7.47;24618;43;5
20977;Tonari no Seki-kun OVA;7.47;20774;46;4
5332;Toshokan Sensou: Koi no Shougai;7.47;6581;43;5
1744;Wagamama☆Fairy Mirumo de Pon!;7.47;8713;44;6
8457;Yozakura Quartet: Hoshi no Umi;7.47;22065;43;4
878;Zegapain;7.47;20644;43;6
4038;Zettai Karen Children;7.47;25876;43;6
31245;Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai;7.47;35058;68;1
4970;Afro Samurai: Resurrection;7.46;51064;43;1
1078;Cardcaptor Sakura: Leave It to Kero-chan;7.46;20410;46;1
4138;Chiisana Pengin: Lolo no Bouken;7.46;1459;44;4
2665;Doraemon Movie 07: Nobita to Tetsujin Heidan;7.46;1272;44;1
2676;Doraemon Movie 15: Nobita to Mugen Sankenshi;7.46;1204;44;1
408;Final Fantasy VII: Last Order;7.46;48041;43;4
32696;Fukigen na Mononokean;7.46;44786;46;6
551;Grappler Baki: Saidai Tournament-hen;7.46;13584;43;6
32648;Handa-kun;7.46;69621;46;6
15225;Hentai Ouji to Warawanai Neko.;7.46;201735;46;6
8074;Highschool of the Dead;7.46;535892;43;6
6064;Higurashi no Naku Koro ni Kai Specials;7.46;28216;46;5
483;Kurau Phantom Memory;7.46;17463;43;6
10628;Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue;7.46;5091;43;4
1972;Meitantei Holmes;7.46;3985;44;6
5273;Miracle Giants Doumu-kun;7.46;680;77;6
1288;Mobile Police Patlabor;7.46;8516;46;4
2269;Mobile Suit Gundam Seed Special Edition;7.46;7118;43;5
601;Nekojiru-sou;7.46;34568;46;4
465;One Piece Movie 7: Karakuri-jou no Mecha Kyohei;7.46;33028;44;1
1117;Pokemon: Maboroshi no Pokemon Lugia Bakutan;7.46;78876;44;1
10862;Prince of Tennis: Pairpuri;7.46;3315;46;5
710;Rec;7.46;68951;46;6
10334;Rurouni Kenshin Recap;7.46;4527;43;5
20709;Sabagebu!;7.46;67306;43;6
15793;Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...;7.46;25750;43;6
21573;Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.;7.46;17466;43;6
1815;Shakugan no Shana Movie;7.46;43962;43;1
15307;Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!;7.46;2123;51;1
8098;Soukyuu no Fafner: Dead Aggressor - Heaven and Earth;7.46;8266;43;1
198;Speed Grapher;7.46;64627;43;6
23319;Suisei no Gargantia: Meguru Kouro, Haruka;7.46;20151;43;4
19251;Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas;7.46;13903;46;5
2009;Yawara! Special: Zutto Kimi no Koto ga... .;7.46;855;43;5
9611;Aa! Megami-sama! (2011);7.45;12872;46;4
50;Aa! Megami-sama! (TV);7.45;96694;46;6
31771;Amanchu!;7.45;40481;46;6
2986;Bamboo Blade;7.45;61649;46;6
3076;Bishoujo Senshi Sailor Moon SuperS Special;7.45;12317;59;5
1373;Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki;7.45;3174;49;5
1614;Captain Tsubasa: Road to 2002;7.45;19746;43;6
15109;Cuticle Tantei Inaba;7.45;50019;43;6
5684;Fresh Precure!;7.45;7004;43;6
908;Fullmetal Alchemist: Premium Collection;7.45;44313;46;4
505;Fushigiboshi no☆Futagohime;7.45;5074;46;6
15863;Ginga Kikoutai Majestic Prince;7.45;35196;43;6
246;Groove Adventure Rave;7.45;56353;44;6
18835;Hakuouki Reimeiroku Tokuten Disc;7.46;2178;43;4
6574;Hanamaru Youchien;7.45;40243;46;6
5150;Hatsukoi Limited;7.45;54796;46;6
30300;High School DxD New: Oppai, Tsutsumimasu!;7.45;41436;46;4
714;High School! Kimengumi;7.45;1316;46;6
2336;Hikaru no Go: New Year Special;7.45;7418;46;5
4312;Hokuto no Ken: Toki-den;7.45;3662;43;4
13261;Inazuma Eleven Go: Chrono Stone;7.45;11939;74;6
2407;Keroro Gunsou Movie 1;7.45;3606;46;1
519;Mahoraba: Heartful days;7.45;16764;46;6
330;Midori no Hibi;7.45;87938;46;6
6712;Natsu no Arashi! Akinaichuu;7.45;12088;46;6
28299;Ookami Shoujo to Kuro Ouji OVA;7.45;19592;46;4
17875;Papa no Iukoto wo Kikinasai! OVA;7.45;19904;46;4
3292;Potemayo Specials;7.45;2975;46;5
168;s.CRY.ed;7.45;52784;43;6
573;Saber Marionette J;7.45;17561;43;6
6153;Saint Seiya: Soushuuhen;7.45;4031;44;5
1302;Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki;7.45;4199;44;1
5034;Shikabane Hime: Kuro;7.45;46709;43;6
1548;Shin Taketori Monogatari: 1000-nen Joou;7.45;1805;49;6
2555;Shoukoushi Cedie;7.45;1501;49;6
33969;Shuangsheng Lingtan;7.45;1227;64;3
565;Steamboy;7.45;40812;43;1
855;Strawberry Panic;7.45;72790;49;6
5832;Tiger Mask Nisei;7.45;2225;43;6
4703;Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday;7.45;2210;51;1
33302;Yowamushi Pedal: Spare Bike;7.45;4009;46;1
15911;Yuyushiki;7.45;50351;46;6
764;Zoids Shinseiki/Zero;7.45;16381;44;6
10479;Beelzebub Specials;7.44;9834;43;5
8756;Bishoujo Senshi Sailor Moon Memorial;7.44;7981;48;4
20787;Black Bullet;7.44;320267;43;6
1450;Brigadoon: Marin to Melan;7.44;5636;44;6
10163;C: The Money of Soul and Possibility Control;7.44;156853;43;6
2649;Doraemon: Obaachan no Omoide;7.44;835;46;1
117;El Hazard: The Magnificent World;7.44;10130;44;4
1250;Erementar Gerad;7.44;63193;44;6
31389;Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day;7.44;26382;43;5
653;Galaxy Angel 3;7.44;6244;46;6
5521;Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!;7.44;26587;43;4
191;Love Hina Christmas Special: Silent Eve;7.44;45137;46;5
14833;Maoyuu Maou Yuusha;7.44;164445;44;6
20221;Minami-ke Natsuyasumi;7.44;9580;46;4
3655;Nabari no Ou;7.44;107384;43;6
6030;Needless;7.44;86942;43;6
463;One Piece Movie 5: Norowareta Seiken;7.44;35357;43;1
2107;One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi;7.44;31909;43;1
1094;One Piece: Umi no Heso no Daibouken-hen;7.44;19649;43;5
238;Rekka no Honoo;7.44;35258;43;6
18041;Rozen Maiden (2013);7.44;46117;43;6
3256;Soukou Kihei Votoms: Pailsen Files;7.44;2861;61;4
17080;Soukyuu no Fafner: Dead Aggressor - Exodus;7.44;11882;43;6
18277;Strike the Blood;7.44;231387;43;6
30321;Strike the Blood: Valkyria no Oukoku-hen;7.44;29176;43;4
33558;Tales of Zestiria the X: Saiyaku no Jidai;7.44;26647;43;5
13333;Tari Tari;7.44;80960;63;6
8022;Tegamibachi Gakuen;7.44;6649;46;5
27;Trinity Blood;7.44;113791;43;6
3791;Air Gear Special;7.43;33597;74;5
11266;Ao no Exorcist: Kuro no Iede;7.43;59755;43;5
22433;Break Blade;7.43;46601;43;6
485;Damekko Doubutsu;7.43;8024;46;6
2512;Detective Conan OVA 02: 16 Suspects;7.43;8548;44;4
2658;Doraemon Movie 09: Nobita no Parallel Saiyuuki;7.43;1189;44;1
6930;Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi;7.43;1034;44;1
6401;ef: A Tale of Melodies. - Prologue;7.43;13745;63;5
3568;Ganbarist! Shun;7.43;1700;46;6
1441;Ginga Tetsudou no Yoru;7.43;7755;49;1
15699;Haiyore! Nyaruko-san W;7.43;84442;46;6
30991;Himouto! Umaru-chan: Umaru-chan Mou Ikkai!;7.43;21413;46;4
14753;Hori-san to Miyamura-kun;7.43;26535;46;4
13469;Hyouka: Motsubeki Mono wa;7.43;68823;75;4
18295;Kakumeiki Valvrave 2nd Season;7.43;57434;43;6
3958;Kannagi;7.43;94202;46;6
32574;Kekkai Sensen: Ousama no Restaurant no Ousama;7.43;9335;43;4
845;Kiba;7.43;47651;44;6
32953;Koi ni Naritai Aquarium;7.43;1683;63;2
1090;Mobile Suit Gundam I;7.43;12877;43;1
1722;Nagasarete Airantou;7.43;52817;46;6
2472;Naruto: Shippuuden Movie 1;7.43;108170;43;1
4437;Naruto: Shippuuden Movie 2 - Kizuna;7.43;97818;43;1
1237;One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!;7.43;17175;43;5
13659;Ore no Imouto ga Konnani Kawaii Wake ga Nai.;7.43;194791;46;6
2141;Oseam;7.43;3648;44;1
108;Ou Dorobou Jing in Seventh Heaven;7.43;8561;44;4
161;Peace Maker Kurogane;7.43;35123;43;6
527;Pokemon;7.43;229157;43;6
2182;Robot Carnival;7.43;7213;51;4
4664;Rurouni Kenshin: Special Techniques;7.43;6677;43;5
32175;Shounen Maid;7.43;30363;46;6
1171;Slayers Excellent;7.43;13842;44;4
6381;Strike Witches 2;7.43;51114;43;6
11793;Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode;7.44;5533;46;5
4663;Tekken Chinmi;7.43;1833;43;6
2113;Tenkuu Senki Shurato;7.43;4914;43;6
3036;Tobe! Isami;7.43;854;43;6
25157;Trinity Seven;7.43;208796;43;6
2427;Unico;7.43;2063;44;1
7058;Uragiri wa Boku no Namae wo Shitteiru;7.43;55040;44;6
28405;Ansatsu Kyoushitsu (TV): Deai no Jikan;7.42;29382;43;5
9544;Biohazard: Damnation;7.42;10737;43;1
1983;Black Jack: Futari no Kuroi Isha;7.42;2634;49;1
2756;Cheonnyeon-yeowoo Yeowoobi;7.42;9045;49;1
5065;Detroit Metal City: Birth of the Metal Devil;7.42;16101;46;5
10444;Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku;7.42;12505;43;6
332;Dokidoki Densetsu: Mahoujin Guru Guru;7.42;1625;44;6
2677;Doraemon Movie 11: Nobita to Animal Planet;7.42;1581;44;1
2661;Doraemon Movie 13: Nobita to Kumo no Oukoku;7.42;1817;44;1
19645;Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai;7.42;754;44;1
21681;Hanayamata;7.42;55536;46;6
1030;Heisei Tanuki Gassen Ponpoko;7.42;34263;58;1
31989;Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso;7.42;8349;63;1
3859;Himitsu: The Revelation;7.42;11761;64;6
10804;Ikoku Meiro no Croisée Special;7.42;5950;55;5
10805;Kami nomi zo Shiru Sekai: 4-nin to Idol;7.42;57797;46;4
10536;Kimi ni Todoke 2nd Season Specials;7.42;23498;46;5
22817;Kindaichi Shounen no Jikenbo Returns;7.42;8128;64;6
17259;Kuroko no Basket: Oshaberi Shiyokka;7.42;23937;46;5
335;Matantei Loki Ragnarok;7.42;25098;46;6
738;MÄR;7.42;28968;43;6
2294;Mobile Suit Gundam Seed Destiny Special Edition;7.42;7799;43;5
443;Onegai☆Teacher: Himitsu na Futari;7.42;32134;46;4
20939;Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA;7.42;35583;46;4
12753;Phi Brain: Kami no Puzzle - Orpheus Order-hen;7.42;29878;43;6
15651;Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen;7.42;20424;43;6
1255;Saint Seiya: Shinku no Shounen Densetsu;7.42;8849;44;1
1259;Saint Seiya: Tenkai-hen Josou - Overture;7.42;11705;44;1
1381;Seikai no Monshou Special;7.42;2439;43;5
867;Slayers Gorgeous;7.42;12755;44;1
869;Slayers Return;7.42;12909;44;1
2013;Taiho Shichau zo The Movie;7.42;4029;43;1
5141;Taishou Yakyuu Musume.;7.42;12248;46;6
2683;Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku;7.42;21972;43;6
3051;Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!;7.42;2319;51;1
5764;Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama;7.42;51816;46;5
5525;07-Ghost;7.41;126083;43;6
49;Aa! Megami-sama!;7.41;34590;46;4
1292;Afro Samurai;7.41;135708;43;6
3549;Allison to Lillia;7.41;27571;43;6
5578;Aoyama Goushou Tanpenshuu;7.41;2177;44;5
3203;Chibi Maruko-chan Movie;7.41;980;46;1
10638;Denpa Onna to Seishun Otoko Special;7.41;34723;46;5
2654;Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi;7.41;1240;44;1
2393;Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai;7.41;1973;44;1
12875;Ginga e Kickoff!!;7.41;11907;74;6
287;Grappler Baki (TV);7.41;23220;74;6
20689;Hamatora The Animation;7.41;133571;46;6
27829;Heavy Object;7.41;68382;43;6
1410;IGPX: Immortal Grand Prix (2005) 2nd Season;7.41;6863;61;6
953;Jyu Oh Sei;7.41;44766;43;6
10298;Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥;7.41;41241;46;5
147;Kimi ga Nozomu Eien;7.41;90379;49;6
16732;Kiniro Mosaic;7.41;78131;46;6
844;Konjiki no Gash Bell!!: 101 Banme no Mamono;7.41;4425;44;1
6299;Maria-sama ga Miteru 4th Specials;7.41;3659;46;5
7761;Masuda Kousuke Gekijou Gag Manga Biyori +;7.41;1123;46;6
3225;Minami-ke Okawari;7.41;50837;46;6
6288;Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer;7.41;37069;43;1
272;Noir;7.41;66036;43;6
28683;One Piece: Episode of Alabasta - Prologue;7.41;4225;43;4
326;Petshop of Horrors;7.41;32696;56;6
10711;Plastic Neesan;7.41;83977;46;3
2744;Potemayo;7.41;11411;46;6
5753;Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!;7.41;2957;43;1
1329;Rail of the Star: A True Story of Children;7.41;1302;49;1
2193;Saiunkoku Monogatari Soushuuhen;7.41;3263;44;5
22273;Selector Infected WIXOSS;7.41;80964;52;6
868;Slayers Great;7.41;12760;44;1
5226;Souten Kouro;7.41;9852;43;6
15077;Tabisuru Nuigurumi: Traveling Daru;7.41;2565;58;4
541;Tenchi Muyou! Ryououki 3rd Season;7.41;12242;43;4
32174;The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.;7.41;2602;46;5
10834;Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou;7.40;19758;46;5
5356;Canaan;7.40;123217;43;6
15611;Cardfight!! Vanguard: Link Joker-hen;7.40;9075;43;6
20479;Choujigen Game Neptune The Animation OVA;7.40;16067;43;4
21395;Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan;7.40;704;46;1
2398;Digimon Adventure 02: Diablomon no Gyakushuu;7.40;31961;44;1
32410;Dimension W: W no Tobira Online;7.40;4799;71;5
3727;Doraemon Movie 01: Nobita no Kyouryuu;7.40;1773;44;1
30694;Dragon Ball Super;7.40;111443;43;6
12231;Dragon Ball: Episode of Bardock;7.40;29030;43;5
1906;Harukanaru Toki no Naka de: Maihitoyo;7.40;4019;49;1
1206;Ihatov Gensou: Kenji no Haru;7.40;3607;49;1
940;Inukami!;7.40;47882;46;6
2808;Irregular Hunter X: The Day of Sigma;7.40;6348;43;4
4483;Mahoutsukai ni Taisetsu na Koto: Natsu no Sora;7.40;14911;49;6
99;Mai-Otome;7.40;36924;46;6
1196;Masuda Kousuke Gekijou Gag Manga Biyori;7.40;5423;46;6
16444;Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki;7.40;44450;51;4
4062;Musashi no Ken;7.40;971;74;6
5597;Natsu no Arashi!;7.40;30098;46;6
12467;Nazo no Kanojo X;7.40;99788;50;6
10928;Nogizaka Haruka no Himitsu: Finale;7.40;20660;46;4
4114;Onegai My Melody: Kuru Kuru Shuffle!;7.40;1962;46;6
1526;Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario;7.40;46887;43;1
4921;Ramayana: The Legend of Prince Rama;7.40;517;44;1
2111;Rockman.EXE Movie: Hikari to Yami no Program;7.40;2562;43;1
15963;Seitokai no Ichizon Lv.2: Watasu Seitokai;7.40;11554;46;4
4063;Sekirei;7.40;182713;43;6
9355;Sekirei: Pure Engagement - Kanwa ni Dai;7.40;26719;46;5
9793;Senjou no Valkyria 3: Tagatame no Juusou;7.40;9847;43;4
6380;Tetsuwan Birdy Decode: The Cipher;7.40;12944;43;4
3089;The Sky Crawlers;7.40;32660;49;1
944;The Third: Aoi Hitomi no Shoujo;7.40;14304;43;6
3457;Vampire Knight;7.40;286826;49;6
935;Witchblade;7.40;64697;43;6
14951;Wonderful Rush;7.40;6807;63;2
92;After War Gundam X;7.39;19132;44;6
713;Air Movie;7.39;44179;49;1
13931;Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club;7.39;4238;44;4
2675;Doraemon Movie 17: Nobita to Ginga Express;7.39;1342;51;1
2648;Doraemon: 2112-nen Doraemon Tanjou;7.39;1277;46;1
2634;Doraemon: Doraemon Comes Back;7.39;723;46;5
4726;Druaga no Tou: The Sword of Uruk;7.39;46237;44;6
27525;Fate/kaleid liner Prisma☆Illya 2wei Herz!;7.39;42499;43;6
664;Fullmetal Alchemist: Reflections;7.39;24987;44;5
3508;Genius Party;7.39;18612;43;1
6795;Genius Party Beyond;7.39;10660;47;1
4639;Gosenzo-sama Banbanzai!;7.39;2095;46;4
386;H2;7.39;4450;46;6
1663;Haha wo Tazunete Sanzenri;7.39;3685;44;6
3335;Haikara-san ga Tooru;7.39;1155;49;6
13271;Hunter x Hunter Movie: Phantom Rouge;7.39;44589;43;1
6980;Kaidan Restaurant;7.39;9994;56;6
28623;Koutetsujou no Kabaneri;7.39;253027;43;6
8068;Kuroshitsuji Picture Drama;7.39;12446;48;5
17247;Machine-Doll wa Kizutsukanai;7.39;136751;43;6
30307;Monster Musume no Iru Nichijou;7.39;181845;46;6
6512;Nyan Koi!;7.39;142264;46;6
8423;Ookiku Furikabutte: Natsu no Scorebook;7.39;2167;46;4
418;Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!;7.39;13073;44;1
